date,connectedAt,disconnectedAt,spentTimeSeconds,connectionId,sessionId,path,browser,os,os_version,device_type,device_model,country,city,ip,user_agent
2026-01-12,2026-01-12T07:01:08.277+00:00,,,XD1YFd_WjoECFFg=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-12,,2026-01-12T07:01:08.536+00:00,2.502,XD1XYfD3DoECJjg=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-12,,2026-01-12T07:01:21.055+00:00,12.778,XD1YFd_WjoECFFg=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-12,2026-01-12T07:01:48.527+00:00,,,XD1bWef6joECGzg=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-12,2026-01-12T07:05:30.717+00:00,,,XD2BFet0joECE9Q=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-12,2026-01-12T07:05:40.437+00:00,,,XD2CsfDoDoECFag=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-12,,2026-01-12T07:05:40.891+00:00,10.174,XD2BFet0joECE9Q=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-12,,2026-01-12T07:05:43.264+00:00,2.827,XD2CsfDoDoECFag=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-12,2026-01-12T07:06:17.134+00:00,,,XD2IbedzjoECGdQ=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-12,,2026-01-12T07:06:19.604+00:00,2.470,XD2IbedzjoECGdQ=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-12,2026-01-12T07:06:23.530+00:00,,,XD2JVdhbDoECItw=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-12,,2026-01-12T07:06:30.147+00:00,6.617,XD2JVdhbDoECItw=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-12,2026-01-12T07:10:50.465+00:00,,,XD2zDdOdDoECJ6g=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-12,,2026-01-12T07:10:53.774+00:00,3.309,XD2zDdOdDoECJ6g=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-12,2026-01-12T07:11:00.218+00:00,,,XD20FcfdDoECJvA=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-12,,2026-01-12T07:11:01.119+00:00,0.901,XD20FcfdDoECJvA=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-12,2026-01-12T07:11:05.603+00:00,,,XD20keQQDoECGYA=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-12,,2026-01-12T07:11:18.242+00:00,12.639,XD20keQQDoECGYA=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-12,2026-01-12T07:11:18.866+00:00,,,XD23ZcaHjoECH6A=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-12,,2026-01-12T07:11:21.435+00:00,2.569,XD23ZcaHjoECH6A=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-12,2026-01-12T07:11:39.656+00:00,,,XD26xfOODoECG0g=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-12,,2026-01-12T07:11:47.543+00:00,7.887,XD26xfOODoECG0g=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-12,2026-01-12T07:11:52.479+00:00,,,XD28icGADoECHAQ=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-12,2026-01-12T07:11:54.638+00:00,,,XD29Hc_7joECJng=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-12,,2026-01-12T07:11:54.975+00:00,2.496,XD28icGADoECHAQ=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-12,,2026-01-12T07:11:57.310+00:00,2.672,XD29Hc_7joECJng=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-12,2026-01-12T07:12:00.934+00:00,,,XD2-GcMmjoECFHg=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-12,,2026-01-12T07:12:04.997+00:00,4.063,XD2-GcMmjoECFHg=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-12,2026-01-12T07:37:25.492+00:00,,,XD6sUcB5DoECI2Q=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-12,,2026-01-12T07:37:29.057+00:00,3.565,XD6sUcB5DoECI2Q=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-12,2026-01-12T07:37:30.490+00:00,,,XD6ssfrIDoECJjg=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-12,,2026-01-12T07:37:33.043+00:00,2.553,XD6ssfrIDoECJjg=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-12,2026-01-12T07:37:33.571+00:00,,,XD6tbcisjoECIqA=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-12,,2026-01-12T07:37:36.064+00:00,2.493,XD6tbcisjoECIqA=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-12,2026-01-12T07:37:36.903+00:00,,,XD6uFe2gDoECIbg=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-12,2026-01-12T07:37:37.982+00:00,,,XD6uVd4fDoECJWg=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-12,,2026-01-12T07:37:39.617+00:00,2.714,XD6uFe2gDoECIbg=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-12,2026-01-12T07:37:46.601+00:00,,,XD6vpe-5joECF1Q=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-12,,2026-01-12T07:37:46.866+00:00,8.884,XD6uVd4fDoECJWg=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-12,,2026-01-12T07:37:56.320+00:00,9.719,XD6vpe-5joECF1Q=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-12,2026-01-12T07:38:02.848+00:00,,,XD6yFffaDoECHIQ=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-12,,2026-01-12T07:38:26.011+00:00,23.163,XD6yFffaDoECHIQ=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-12,2026-01-12T08:39:31.108+00:00,,,XEDybe3TDoECE8Q=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-12,,2026-01-12T08:39:37.171+00:00,6.063,XEDybe3TDoECE8Q=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-12,2026-01-12T12:46:17.922+00:00,,,XEn8DdElDoECF_Q=,web_01KES3WAH5QGVESV9HTKKAZZ51,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-12,,2026-01-12T12:46:26.010+00:00,8.088,XEn8DdElDoECF_Q=,web_01KES3WAH5QGVESV9HTKKAZZ51,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-13,2026-01-13T05:31:18.444+00:00,,,XG7J8foWjoECGLQ=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-13,,2026-01-13T05:31:21.275+00:00,2.831,XG7J8foWjoECGLQ=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-13,2026-01-13T06:38:41.424+00:00,,,XHFBuct6DoECHJQ=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-13,,2026-01-13T06:38:43.983+00:00,2.559,XHFBuct6DoECHJQ=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-13,2026-01-13T06:38:58.376+00:00,,,XHFEQdC2joECGSQ=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-13,,2026-01-13T06:39:03.275+00:00,4.899,XHFEQdC2joECGSQ=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-13,2026-01-13T06:39:32.428+00:00,,,XHFJadhhDoECEdg=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-13,,2026-01-13T06:39:40.998+00:00,8.570,XHFJadhhDoECEdg=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-13,2026-01-13T06:46:08.826+00:00,,,XHGHmeILjoECHOQ=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-13,,2026-01-13T06:46:13.742+00:00,4.916,XHGHmeILjoECHOQ=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-13,2026-01-13T06:53:00.957+00:00,,,XHHH-cOIjoECGJg=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-13,,2026-01-13T06:53:05.164+00:00,4.207,XHHH-cOIjoECGJg=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-13,2026-01-13T07:17:29.699+00:00,,,XHKtgfklDoECE8w=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-13,,2026-01-13T07:17:32.392+00:00,2.693,XHKtgfklDoECE8w=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-13,2026-01-13T07:17:43.036+00:00,,,XHKvjf5mjoECHAA=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-13,,2026-01-13T07:17:45.773+00:00,2.737,XHKvjf5mjoECHAA=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-13,2026-01-13T07:57:25.227+00:00,,,XHQjNe2vjoECF3g=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-13,,2026-01-13T07:57:26.065+00:00,0.838,XHQjNe2vjoECF3g=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-13,2026-01-13T07:57:26.161+00:00,,,XHQj7eTfjoECJWg=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-13,,2026-01-13T07:57:30.084+00:00,3.923,XHQj7eTfjoECJWg=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-13,2026-01-13T08:28:12.237+00:00,,,XHVEZci_joECJ7g=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-13,,2026-01-13T08:28:18.310+00:00,6.073,XHVEZci_joECJ7g=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-13,2026-01-13T10:26:07.809+00:00,,,XHmVoengjoECFyA=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-13,,2026-01-13T10:26:13.828+00:00,6.019,XHmVoengjoECFyA=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
2026-01-13,2026-01-13T10:43:12.654+00:00,,,XHo2EdksDoECFUQ=,web_01KERB1H85DE4YAQFKGSFFW0JA,/,Chrome,OS X,,desktop,Macintosh,tr,,"159.146.67.95, 52.49.233.136","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
